Function,Scene,Metric,Type,Level,Run,Value
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,19,30696.258565
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,19,10255.555625
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,19,30696.258565
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,19,10255.555625
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,1,30820.256218
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,1,10130.834124
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,1,30820.256218
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,1,10130.834124
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,1,30820.256218
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,1,10130.834124
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,20,28757.015263
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,20,9832.052486
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,20,28757.015263
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,20,9832.052486
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,20,28757.015263
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,20,9832.052486
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,21,28549.360383
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,21,9886.607261
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,21,28549.360383
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,21,9886.607261
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,21,28549.360383
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,21,9886.607261
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,22,29792.228304
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,22,9794.404042
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,22,29792.228304
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,22,9794.404042
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,22,29792.228304
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,22,9794.404042
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,23,30060.514433
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,23,10147.851799
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,23,30060.514433
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,23,10147.851799
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,23,30060.514433
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,23,10147.851799
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,24,28330.736070
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,24,10073.795206
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,24,28330.736070
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,24,10073.795206
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,24,28330.736070
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,24,10073.795206
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,25,29284.633198
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,25,9871.994365
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,25,29284.633198
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,25,9871.994365
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,25,29284.633198
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,25,9871.994365
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,26,26979.117944
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,26,9581.480683
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,26,26979.117944
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,26,9581.480683
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,26,26979.117944
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,26,9581.480683
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,27,27604.969922
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,27,9908.215514
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,27,27604.969922
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,27,9908.215514
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,27,27604.969922
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,27,9908.215514
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,28,28933.585295
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,28,10062.769013
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,28,28933.585295
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,28,10062.769013
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,28,28933.585295
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,28,10062.769013
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,29,30056.780626
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,29,10176.138708
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,29,30056.780626
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,29,10176.138708
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,29,30056.780626
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,29,10176.138708
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,2,28877.396785
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,2,10057.704029
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,2,28877.396785
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,2,10057.704029
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,2,28877.396785
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,2,10057.704029
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,30,29209.737375
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,30,9881.077268
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,30,29209.737375
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,30,9881.077268
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,30,29209.737375
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,30,9881.077268
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,3,29749.888444
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,3,10079.303615
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,3,29749.888444
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,3,10079.303615
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,3,29749.888444
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,3,10079.303615
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,4,28817.267073
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,4,9674.027541
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,4,28817.267073
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,4,9674.027541
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,4,28817.267073
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,4,9674.027541
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,5,30448.786045
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,5,10174.838993
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,5,30448.786045
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,5,10174.838993
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,5,30448.786045
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,5,10174.838993
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,6,28884.745270
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,6,9934.432536
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,6,28884.745270
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,6,9934.432536
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,6,28884.745270
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,6,9934.432536
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,7,29471.223504
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,7,9969.698380
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,7,29471.223504
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,7,9969.698380
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,7,29471.223504
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,7,9969.698380
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,8,30723.195584
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,8,9990.130613
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,8,30723.195584
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,8,9990.130613
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,8,30723.195584
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,8,9990.130613
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,9,28803.571876
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,9,10027.822856
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,9,28803.571876
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,9,10027.822856
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,9,28803.571876
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,L2,9,10027.822856
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,10,3741.382662
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,10,6154.518786
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,10,3741.382662
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,10,6154.518786
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,10,3741.382662
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,10,6154.518786
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,11,3127.546845
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,11,5883.936156
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,11,3127.546845
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,11,5883.936156
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,11,3127.546845
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,11,5883.936156
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,12,3003.003409
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,12,6374.266741
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,12,3003.003409
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,12,6374.266741
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,12,3003.003409
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,12,6374.266741
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,13,3182.118407
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,13,7215.197744
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,13,3182.118407
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,13,7215.197744
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,13,3182.118407
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,13,7215.197744
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,14,3236.560127
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,14,6288.055431
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,14,3236.560127
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,14,6288.055431
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,14,3236.560127
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,14,6288.055431
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,15,3142.178003
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,15,6393.942343
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,15,3142.178003
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,15,6393.942343
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,15,3142.178003
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,15,6393.942343
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,16,3173.644431
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,16,6530.143512
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,16,3173.644431
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,16,6530.143512
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,16,3173.644431
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,16,6530.143512
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,17,3816.890581
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,17,6391.322090
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,17,3816.890581
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,17,6391.322090
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,17,3816.890581
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,17,6391.322090
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,18,3044.964176
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,18,6969.081219
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,18,3044.964176
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,18,6969.081219
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,18,3044.964176
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,18,6969.081219
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,19,3287.665716
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,19,6263.454156
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,19,3287.665716
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,19,6263.454156
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,19,3287.665716
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,19,6263.454156
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,1,3401.280356
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,1,6233.460849
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,1,3401.280356
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,1,6233.460849
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,L3,1,3401.280356
