Function,Scene,Metric,Type,Level,Run,Value
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),openmp,MEM,8,1.229796
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),openmp,MEM,8,1.229796
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),openmp,MEM,8,1.229796
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),openmp,MEM,9,33.885653
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),openmp,MEM,9,33.885653
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),openmp,MEM,9,33.885653
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,10,15.727308
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,10,15.727308
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,10,15.727308
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,11,11.315338
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,11,11.315338
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,11,11.315338
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,12,14.049149
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,12,14.049149
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,12,14.049149
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,13,14.427452
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,13,14.427452
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,13,14.427452
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,14,6.095271
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,14,6.095271
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,14,6.095271
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,15,8.858112
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,15,8.858112
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,15,8.858112
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,16,6.888942
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,16,6.888942
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,16,6.888942
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,17,19.246536
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,17,19.246536
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,17,19.246536
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,18,11.678594
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,18,11.678594
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,18,11.678594
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,19,8.679524
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,19,8.679524
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,19,8.679524
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,1,12.891869
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,1,12.891869
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,1,12.891869
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,20,6.581304
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,20,6.581304
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,20,6.581304
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,21,18.419103
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,21,18.419103
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,21,18.419103
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,22,14.080979
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,22,14.080979
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,22,14.080979
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,23,7.694159
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,23,7.694159
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,23,7.694159
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,24,13.881726
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,24,13.881726
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,24,13.881726
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,25,5.431297
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,25,5.431297
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,25,5.431297
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,26,12.002108
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,26,12.002108
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,26,12.002108
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,27,19.814671
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,27,19.814671
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,27,19.814671
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,28,9.631128
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,28,9.631128
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,28,9.631128
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,29,13.257933
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,29,13.257933
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,29,13.257933
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,2,20.409700
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,2,20.409700
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,2,20.409700
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,30,7.287131
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,30,7.287131
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,30,7.287131
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,3,14.276229
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,3,14.276229
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,3,14.276229
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,4,8.928277
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,4,8.928277
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,4,8.928277
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.750786
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.750786
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.750786
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,6,17.758406
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,6,17.758406
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,6,17.758406
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,7,9.727682
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,7,9.727682
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,7,9.727682
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,8,13.266486
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,8,13.266486
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,8,13.266486
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,9,4.968395
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,9,4.968395
BaseStrainMapping applyDJT,linearQuadraticFrame,Bandwidth (MBytes/s),sequential,MEM,9,4.968395
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,10,0.265366
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,10,0.265366
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,10,0.265366
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,11,0.270895
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,11,0.270895
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,11,0.270895
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,12,0.285775
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,12,0.285775
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,12,0.285775
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,13,0.271717
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,13,0.271717
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,13,0.271717
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,14,0.277908
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,14,0.277908
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,14,0.277908
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,15,0.279776
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,15,0.279776
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,15,0.279776
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,16,0.272450
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,16,0.272450
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,16,0.272450
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,17,0.281923
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,17,0.281923
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,17,0.281923
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,18,0.277845
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,18,0.277845
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,18,0.277845
BaseStrainMapping applyDJT,linearQuadraticFrame,Data volume (GBytes),openmp,L2,19,0.262449
